event_dt,campaign_id,channel,contact_id,persona,subject,opened,clicked,unsubscribed
2025-08-23,CMP-04,email,781,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,904,Value Seeker,Unlock your insider access today,0,0,0
2025-08-23,CMP-04,email,1153,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,666,Busy Buyer,Smarter insider access starts here,0,0,0
2025-08-23,CMP-04,email,751,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,741,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,468,Skeptical Researcher,A quick tip for Skeptical Researcher,0,0,0
2025-08-23,CMP-04,email,345,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,998,Value Seeker,Smarter time-saving workflows starts here,0,0,0
2025-08-23,CMP-04,email,18,Busy Buyer,Because you’re into faster onboarding,1,0,0
2025-08-23,CMP-04,email,1190,Skeptical Researcher,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,1178,Skeptical Researcher,A quick tip for Skeptical Researcher,0,0,0
2025-08-23,CMP-04,email,684,Value Seeker,A quick tip for Value Seeker,1,0,0
2025-08-23,CMP-04,email,752,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,435,Busy Buyer,A quick tip for Busy Buyer,1,0,0
2025-08-23,CMP-04,email,532,Value Seeker,Smarter exclusive savings starts here,0,0,0
2025-08-23,CMP-04,email,439,Value Seeker,Because you’re into time-saving workflows,0,0,0
2025-08-23,CMP-04,email,450,Busy Buyer,Smarter faster onboarding starts here,1,0,0
2025-08-23,CMP-04,email,1007,Busy Buyer,We picked these just for you,1,0,0
2025-08-23,CMP-04,email,737,Loyal Advocate,Because you’re into smarter decisions,0,0,0
2025-08-23,CMP-04,email,1191,Value Seeker,Because you’re into faster onboarding,0,0,0
2025-08-23,CMP-04,email,1005,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,371,Loyal Advocate,A quick tip for Loyal Advocate,1,0,0
2025-08-23,CMP-04,email,1134,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,235,Loyal Advocate,Unlock your insider access today,0,0,0
2025-08-23,CMP-04,email,952,Busy Buyer,Smarter time-saving workflows starts here,0,0,0
2025-08-23,CMP-04,email,908,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,869,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,206,Loyal Advocate,A quick tip for Loyal Advocate,1,0,0
2025-08-23,CMP-04,email,325,Loyal Advocate,A quick tip for Loyal Advocate,1,0,0
2025-08-23,CMP-04,email,884,Skeptical Researcher,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,312,Value Seeker,Unlock your smarter decisions today,0,0,0
2025-08-23,CMP-04,email,946,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,880,Value Seeker,Unlock your faster onboarding today,0,0,0
2025-08-23,CMP-04,email,429,Skeptical Researcher,"Skeptical Researcher, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,411,Loyal Advocate,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,609,Busy Buyer,Unlock your smarter decisions today,0,0,0
2025-08-23,CMP-04,email,1031,Busy Buyer,Because you’re into smarter decisions,0,0,0
2025-08-23,CMP-04,email,1189,Value Seeker,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,958,Busy Buyer,Because you’re into time-saving workflows,0,0,0
2025-08-23,CMP-04,email,1160,Skeptical Researcher,We picked these just for you,1,0,0
2025-08-23,CMP-04,email,1036,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,770,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,291,Value Seeker,Unlock your faster onboarding today,0,0,0
2025-08-23,CMP-04,email,1008,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,755,Loyal Advocate,Unlock your time-saving workflows today,1,0,0
2025-08-23,CMP-04,email,1017,Busy Buyer,Because you’re into faster onboarding,0,0,0
2025-08-23,CMP-04,email,980,Value Seeker,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,1071,Loyal Advocate,Smarter insider access starts here,1,0,0
2025-08-23,CMP-04,email,144,Loyal Advocate,Smarter insider access starts here,1,0,0
2025-08-23,CMP-04,email,698,Loyal Advocate,Because you’re into faster onboarding,0,0,0
2025-08-23,CMP-04,email,22,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,243,Value Seeker,We picked these just for you,1,0,0
2025-08-23,CMP-04,email,319,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-23,CMP-04,email,1023,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,310,Skeptical Researcher,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,797,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,1163,Skeptical Researcher,Because you’re into time-saving workflows,0,0,0
2025-08-23,CMP-04,email,159,Loyal Advocate,"Loyal Advocate, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,776,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,1127,Loyal Advocate,Because you’re into insider access,0,0,0
2025-08-23,CMP-04,email,1070,Value Seeker,Smarter exclusive savings starts here,0,0,0
2025-08-23,CMP-04,email,275,Loyal Advocate,Because you’re into time-saving workflows,1,0,0
2025-08-23,CMP-04,email,313,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,836,Busy Buyer,Smarter insider access starts here,0,0,0
2025-08-23,CMP-04,email,64,Busy Buyer,A quick tip for Busy Buyer,1,0,0
2025-08-23,CMP-04,email,682,Value Seeker,Unlock your faster onboarding today,0,0,0
2025-08-23,CMP-04,email,295,Loyal Advocate,"Loyal Advocate, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,129,Skeptical Researcher,Because you’re into time-saving workflows,1,0,0
2025-08-23,CMP-04,email,606,Value Seeker,"Value Seeker, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,375,Value Seeker,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,950,Busy Buyer,Unlock your smarter decisions today,0,0,0
2025-08-23,CMP-04,email,495,Skeptical Researcher,A quick tip for Skeptical Researcher,0,0,0
2025-08-23,CMP-04,email,438,Value Seeker,Unlock your time-saving workflows today,0,0,0
2025-08-23,CMP-04,email,974,Busy Buyer,Smarter exclusive savings starts here,0,0,0
2025-08-23,CMP-04,email,945,Busy Buyer,Because you’re into smarter decisions,1,0,0
2025-08-23,CMP-04,email,610,Busy Buyer,"Busy Buyer, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,780,Busy Buyer,Smarter insider access starts here,0,0,0
2025-08-23,CMP-04,email,177,Value Seeker,Smarter insider access starts here,0,0,0
2025-08-23,CMP-04,email,466,Loyal Advocate,Unlock your time-saving workflows today,0,0,0
2025-08-23,CMP-04,email,894,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-23,CMP-04,email,105,Value Seeker,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,360,Busy Buyer,"Busy Buyer, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,246,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,160,Value Seeker,Because you’re into faster onboarding,1,0,0
2025-08-23,CMP-04,email,839,Busy Buyer,Smarter exclusive savings starts here,0,0,0
2025-08-23,CMP-04,email,1147,Busy Buyer,Smarter exclusive savings starts here,0,0,0
2025-08-23,CMP-04,email,628,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,648,Skeptical Researcher,Smarter exclusive savings starts here,0,0,0
2025-08-23,CMP-04,email,600,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,562,Value Seeker,Because you’re into time-saving workflows,1,0,0
2025-08-23,CMP-04,email,176,Value Seeker,Smarter faster onboarding starts here,0,0,0
2025-08-23,CMP-04,email,726,Busy Buyer,Because you’re into faster onboarding,0,0,0
2025-08-23,CMP-04,email,1004,Value Seeker,"Value Seeker, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,968,Busy Buyer,Because you’re into exclusive savings,1,0,0
2025-08-23,CMP-04,email,732,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-23,CMP-04,email,834,Loyal Advocate,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,593,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,287,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,157,Loyal Advocate,Unlock your insider access today,0,0,0
2025-08-23,CMP-04,email,672,Skeptical Researcher,Unlock your insider access today,0,0,0
2025-08-23,CMP-04,email,1115,Busy Buyer,Smarter time-saving workflows starts here,0,0,0
2025-08-23,CMP-04,email,591,Busy Buyer,Because you’re into exclusive savings,0,0,0
2025-08-23,CMP-04,email,332,Busy Buyer,Smarter exclusive savings starts here,0,0,0
2025-08-23,CMP-04,email,852,Value Seeker,Unlock your smarter decisions today,0,0,0
2025-08-23,CMP-04,email,658,Busy Buyer,A quick tip for Busy Buyer,1,0,0
2025-08-23,CMP-04,email,763,Loyal Advocate,Unlock your time-saving workflows today,1,0,0
2025-08-23,CMP-04,email,28,Busy Buyer,Unlock your smarter decisions today,1,0,0
2025-08-23,CMP-04,email,577,Busy Buyer,"Busy Buyer, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,1086,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,774,Busy Buyer,Unlock your exclusive savings today,0,0,0
2025-08-23,CMP-04,email,647,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-23,CMP-04,email,519,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,1049,Busy Buyer,Because you’re into exclusive savings,0,0,0
2025-08-23,CMP-04,email,939,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,533,Busy Buyer,Because you’re into exclusive savings,0,0,0
2025-08-23,CMP-04,email,346,Busy Buyer,Because you’re into faster onboarding,0,0,0
2025-08-23,CMP-04,email,1109,Value Seeker,A quick tip for Value Seeker,1,0,0
2025-08-23,CMP-04,email,581,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,916,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,1057,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,832,Skeptical Researcher,Because you’re into faster onboarding,0,0,0
2025-08-23,CMP-04,email,924,Busy Buyer,Unlock your insider access today,1,0,0
2025-08-23,CMP-04,email,337,Loyal Advocate,We picked these just for you,1,0,0
2025-08-23,CMP-04,email,846,Busy Buyer,A quick tip for Busy Buyer,1,0,0
2025-08-23,CMP-04,email,1093,Loyal Advocate,"Loyal Advocate, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,31,Busy Buyer,Unlock your faster onboarding today,0,0,0
2025-08-23,CMP-04,email,1175,Value Seeker,Unlock your smarter decisions today,0,0,0
2025-08-23,CMP-04,email,1054,Loyal Advocate,Because you’re into faster onboarding,0,0,0
2025-08-23,CMP-04,email,993,Loyal Advocate,Smarter exclusive savings starts here,1,0,0
2025-08-23,CMP-04,email,821,Loyal Advocate,Unlock your smarter decisions today,1,0,0
2025-08-23,CMP-04,email,50,Value Seeker,Because you’re into smarter decisions,0,0,0
2025-08-23,CMP-04,email,274,Skeptical Researcher,Smarter faster onboarding starts here,1,0,0
2025-08-23,CMP-04,email,760,Skeptical Researcher,Because you’re into exclusive savings,0,0,0
2025-08-23,CMP-04,email,787,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,280,Value Seeker,Because you’re into insider access,0,0,0
2025-08-23,CMP-04,email,1011,Skeptical Researcher,"Skeptical Researcher, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,26,Busy Buyer,Because you’re into faster onboarding,0,0,0
2025-08-23,CMP-04,email,590,Loyal Advocate,Because you’re into smarter decisions,0,0,0
2025-08-23,CMP-04,email,213,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,1112,Busy Buyer,"Busy Buyer, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,506,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-23,CMP-04,email,467,Skeptical Researcher,Smarter time-saving workflows starts here,0,0,0
2025-08-23,CMP-04,email,164,Skeptical Researcher,A quick tip for Skeptical Researcher,0,0,0
2025-08-23,CMP-04,email,1075,Busy Buyer,Smarter exclusive savings starts here,1,0,0
2025-08-23,CMP-04,email,886,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-23,CMP-04,email,1113,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,686,Value Seeker,Smarter faster onboarding starts here,1,0,0
2025-08-23,CMP-04,email,1168,Loyal Advocate,"Loyal Advocate, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,402,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,469,Loyal Advocate,"Loyal Advocate, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,934,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,823,Value Seeker,Smarter smarter decisions starts here,0,0,0
2025-08-23,CMP-04,email,49,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-23,CMP-04,email,398,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-23,CMP-04,email,667,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-23,CMP-04,email,827,Busy Buyer,Smarter smarter decisions starts here,1,0,0
2025-08-23,CMP-04,email,1009,Busy Buyer,Because you’re into time-saving workflows,0,0,0
2025-08-23,CMP-04,email,1082,Loyal Advocate,Because you’re into insider access,1,0,0
2025-08-23,CMP-04,email,1034,Value Seeker,A quick tip for Value Seeker,1,0,0
2025-08-23,CMP-04,email,401,Busy Buyer,Because you’re into smarter decisions,1,0,0
2025-08-23,CMP-04,email,1076,Busy Buyer,Smarter time-saving workflows starts here,1,0,0
2025-08-23,CMP-04,email,742,Loyal Advocate,Smarter time-saving workflows starts here,0,0,0
2025-08-23,CMP-04,email,669,Loyal Advocate,We picked these just for you,0,0,1
2025-08-23,CMP-04,email,693,Value Seeker,A quick tip for Value Seeker,1,0,0
2025-08-23,CMP-04,email,431,Value Seeker,Unlock your exclusive savings today,1,0,0
2025-08-23,CMP-04,email,1051,Value Seeker,Unlock your exclusive savings today,0,0,0
2025-08-23,CMP-04,email,1089,Busy Buyer,Smarter faster onboarding starts here,0,0,0
2025-08-23,CMP-04,email,155,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,1037,Value Seeker,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,279,Skeptical Researcher,Because you’re into time-saving workflows,0,0,0
2025-08-23,CMP-04,email,857,Busy Buyer,Unlock your insider access today,1,0,0
2025-08-23,CMP-04,email,731,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,365,Busy Buyer,Unlock your faster onboarding today,1,0,0
2025-08-23,CMP-04,email,48,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-23,CMP-04,email,259,Busy Buyer,Smarter smarter decisions starts here,0,0,0
2025-08-23,CMP-04,email,550,Value Seeker,Because you’re into exclusive savings,0,0,0
2025-08-23,CMP-04,email,1135,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,71,Loyal Advocate,Smarter insider access starts here,1,0,0
2025-08-23,CMP-04,email,621,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-23,CMP-04,email,70,Skeptical Researcher,Smarter insider access starts here,1,0,0
2025-08-23,CMP-04,email,920,Loyal Advocate,"Loyal Advocate, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,1125,Busy Buyer,Because you’re into exclusive savings,0,0,0
2025-08-23,CMP-04,email,578,Value Seeker,Unlock your exclusive savings today,0,0,0
2025-08-23,CMP-04,email,749,Value Seeker,Unlock your time-saving workflows today,0,0,0
2025-08-23,CMP-04,email,937,Value Seeker,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,806,Value Seeker,Unlock your faster onboarding today,1,0,0
2025-08-23,CMP-04,email,290,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,1053,Skeptical Researcher,Unlock your smarter decisions today,0,0,0
2025-08-23,CMP-04,email,790,Busy Buyer,Unlock your faster onboarding today,0,0,0
2025-08-23,CMP-04,email,716,Busy Buyer,We picked these just for you,1,0,0
2025-08-23,CMP-04,email,707,Loyal Advocate,Unlock your smarter decisions today,0,0,0
2025-08-23,CMP-04,email,116,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,78,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,315,Value Seeker,Smarter insider access starts here,0,0,0
2025-08-23,CMP-04,email,147,Value Seeker,We picked these just for you,1,0,0
2025-08-23,CMP-04,email,384,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,733,Skeptical Researcher,"Skeptical Researcher, your weekly insider brief",1,1,0
2025-08-23,CMP-04,email,825,Loyal Advocate,Unlock your time-saving workflows today,0,0,0
2025-08-23,CMP-04,email,1177,Value Seeker,Because you’re into smarter decisions,0,0,0
2025-08-23,CMP-04,email,981,Value Seeker,"Value Seeker, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,34,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-23,CMP-04,email,387,Value Seeker,We picked these just for you,1,0,0
2025-08-23,CMP-04,email,641,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-23,CMP-04,email,750,Loyal Advocate,Because you’re into faster onboarding,0,0,0
2025-08-23,CMP-04,email,7,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-23,CMP-04,email,10,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,1174,Value Seeker,A quick tip for Value Seeker,1,0,0
2025-08-23,CMP-04,email,932,Loyal Advocate,A quick tip for Loyal Advocate,1,0,0
2025-08-23,CMP-04,email,9,Busy Buyer,Because you’re into insider access,0,0,0
2025-08-23,CMP-04,email,675,Skeptical Researcher,Smarter smarter decisions starts here,0,0,0
2025-08-23,CMP-04,email,735,Busy Buyer,"Busy Buyer, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,683,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,521,Loyal Advocate,"Loyal Advocate, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,805,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,328,Skeptical Researcher,Unlock your insider access today,0,0,0
2025-08-23,CMP-04,email,216,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-23,CMP-04,email,601,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-23,CMP-04,email,489,Loyal Advocate,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,1012,Loyal Advocate,Unlock your faster onboarding today,0,0,0
2025-08-23,CMP-04,email,966,Value Seeker,Because you’re into faster onboarding,0,0,0
2025-08-23,CMP-04,email,585,Busy Buyer,Smarter smarter decisions starts here,0,0,0
2025-08-23,CMP-04,email,1148,Loyal Advocate,Because you’re into time-saving workflows,0,0,0
2025-08-23,CMP-04,email,660,Value Seeker,Smarter exclusive savings starts here,0,0,0
2025-08-23,CMP-04,email,814,Skeptical Researcher,A quick tip for Skeptical Researcher,0,0,0
2025-08-23,CMP-04,email,956,Value Seeker,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,241,Skeptical Researcher,Because you’re into insider access,1,0,0
2025-08-23,CMP-04,email,415,Skeptical Researcher,"Skeptical Researcher, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,1139,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-23,CMP-04,email,694,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,262,Busy Buyer,We picked these just for you,1,0,0
2025-08-23,CMP-04,email,691,Value Seeker,"Value Seeker, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,52,Value Seeker,Because you’re into smarter decisions,1,0,0
2025-08-23,CMP-04,email,1101,Loyal Advocate,Smarter faster onboarding starts here,0,0,0
2025-08-23,CMP-04,email,284,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,873,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,791,Skeptical Researcher,We picked these just for you,1,0,0
2025-08-23,CMP-04,email,537,Busy Buyer,Because you’re into insider access,0,0,0
2025-08-23,CMP-04,email,168,Value Seeker,We picked these just for you,1,0,0
2025-08-23,CMP-04,email,859,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,417,Busy Buyer,We picked these just for you,1,0,0
2025-08-23,CMP-04,email,629,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,983,Skeptical Researcher,A quick tip for Skeptical Researcher,0,0,0
2025-08-23,CMP-04,email,709,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-23,CMP-04,email,615,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,1128,Busy Buyer,Smarter faster onboarding starts here,1,0,0
2025-08-23,CMP-04,email,1157,Skeptical Researcher,Because you’re into insider access,0,0,0
2025-08-23,CMP-04,email,963,Loyal Advocate,Because you’re into smarter decisions,1,0,0
2025-08-23,CMP-04,email,1161,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,1145,Busy Buyer,Smarter insider access starts here,0,0,0
2025-08-23,CMP-04,email,388,Busy Buyer,A quick tip for Busy Buyer,1,0,0
2025-08-23,CMP-04,email,323,Busy Buyer,Smarter faster onboarding starts here,1,0,0
2025-08-23,CMP-04,email,202,Value Seeker,Smarter time-saving workflows starts here,1,0,0
2025-08-23,CMP-04,email,785,Loyal Advocate,"Loyal Advocate, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,112,Busy Buyer,Smarter insider access starts here,1,0,0
2025-08-23,CMP-04,email,896,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,366,Busy Buyer,Smarter insider access starts here,0,0,0
2025-08-23,CMP-04,email,802,Loyal Advocate,We picked these just for you,1,0,0
2025-08-23,CMP-04,email,406,Busy Buyer,We picked these just for you,1,0,1
2025-08-23,CMP-04,email,14,Loyal Advocate,"Loyal Advocate, your weekly insider brief",1,1,0
2025-08-23,CMP-04,email,109,Loyal Advocate,Because you’re into time-saving workflows,0,0,0
2025-08-23,CMP-04,email,162,Loyal Advocate,Because you’re into time-saving workflows,1,0,0
2025-08-23,CMP-04,email,376,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-23,CMP-04,email,446,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,1143,Busy Buyer,"Busy Buyer, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,369,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,362,Loyal Advocate,Smarter insider access starts here,0,0,0
2025-08-23,CMP-04,email,169,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,257,Value Seeker,"Value Seeker, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,771,Busy Buyer,A quick tip for Busy Buyer,1,0,0
2025-08-23,CMP-04,email,1098,Loyal Advocate,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,153,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,713,Skeptical Researcher,Smarter insider access starts here,1,0,0
2025-08-23,CMP-04,email,119,Busy Buyer,Smarter smarter decisions starts here,0,0,0
2025-08-23,CMP-04,email,194,Loyal Advocate,Smarter exclusive savings starts here,0,0,0
2025-08-23,CMP-04,email,1018,Busy Buyer,Because you’re into exclusive savings,0,0,0
2025-08-23,CMP-04,email,579,Skeptical Researcher,Unlock your exclusive savings today,0,0,0
2025-08-23,CMP-04,email,948,Loyal Advocate,Unlock your exclusive savings today,1,0,0
2025-08-23,CMP-04,email,955,Value Seeker,A quick tip for Value Seeker,1,0,0
2025-08-23,CMP-04,email,1155,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-23,CMP-04,email,324,Busy Buyer,Unlock your smarter decisions today,0,0,0
2025-08-23,CMP-04,email,100,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-23,CMP-04,email,688,Busy Buyer,Unlock your insider access today,1,0,0
2025-08-23,CMP-04,email,1077,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,1042,Loyal Advocate,Because you’re into time-saving workflows,0,0,0
2025-08-23,CMP-04,email,764,Busy Buyer,A quick tip for Busy Buyer,1,0,0
2025-08-23,CMP-04,email,796,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,1079,Value Seeker,"Value Seeker, your weekly insider brief",1,0,0
2025-08-23,CMP-04,email,1121,Value Seeker,Smarter exclusive savings starts here,0,0,0
2025-08-23,CMP-04,email,734,Loyal Advocate,Unlock your time-saving workflows today,0,0,0
2025-08-23,CMP-04,email,264,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,736,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,1141,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,674,Busy Buyer,Smarter insider access starts here,0,0,0
2025-08-23,CMP-04,email,851,Busy Buyer,Because you’re into smarter decisions,1,0,0
2025-08-23,CMP-04,email,1181,Busy Buyer,Unlock your time-saving workflows today,1,1,0
2025-08-23,CMP-04,email,744,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-23,CMP-04,email,655,Loyal Advocate,Smarter smarter decisions starts here,0,0,0
2025-08-23,CMP-04,email,762,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-23,CMP-04,email,696,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-23,CMP-04,email,101,Skeptical Researcher,Because you’re into smarter decisions,1,0,0
2025-08-23,CMP-04,email,516,Loyal Advocate,A quick tip for Loyal Advocate,1,0,0
2025-08-23,CMP-04,email,813,Value Seeker,Because you’re into insider access,0,0,0
2025-08-23,CMP-04,email,311,Skeptical Researcher,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,1195,Busy Buyer,Unlock your faster onboarding today,0,0,0
2025-08-23,CMP-04,email,1120,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-23,CMP-04,email,482,Skeptical Researcher,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,200,Loyal Advocate,Unlock your insider access today,0,0,0
2025-08-23,CMP-04,email,702,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,379,Loyal Advocate,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,895,Loyal Advocate,Unlock your time-saving workflows today,1,0,0
2025-08-23,CMP-04,email,289,Busy Buyer,We picked these just for you,0,0,0
2025-08-23,CMP-04,email,708,Value Seeker,A quick tip for Value Seeker,0,0,0
